,x,y,z
0,0.0,0.0,0.0
1,2.241411231342479,-0.9083647647068578,1.2452543439387185
2,2.334289439683955,-1.001601562703549,-0.8449972395177703
3,2.810743848006931,-1.338250474870621,0.453529485633015
4,4.464079321739355,-0.4180863796025369,-0.4306148407272934
5,4.789838266350715,-0.26068782485972763,-0.4263221458826676
6,5.249290359175427,-0.2704284801864401,-1.631344333004324
7,5.8234846366725534,1.9073991266204662,-2.0710477020831006
8,6.459783592330787,0.6480485450278957,-3.37885667971264
9,7.049084118021505,1.4319599010244821,-2.838274142995377
10,7.861418655242103,-1.6038955390909142,-3.815190027789721
11,7.851275833487554,-1.999203273639865,-4.802323173562571
12,7.41423835206026,-1.3861674769380177,-3.6885705300688567
13,8.426856754682143,-0.47489523612714324,-2.1779553426742355
14,7.566173625815401,-0.5262866098490983,-1.1903902476761645
15,9.444502381258307,0.006095549599068439,1.8301607162652622
16,9.961425084359844,-0.8274468792286768,1.2907481385046646
17,10.660061851582961,-2.6929963629281475,2.1298434159961257
18,11.986644108178945,-2.347449064915082,2.3774451391249722
19,13.937749089049024,-2.990819513766334,1.9011092428043714
20,12.579295565764733,-4.642053175596318,3.141369078383441
21,12.228211127498684,-4.879792010051685,2.986326431415423
22,11.057899480996266,-5.831469710379994,-0.10458121235956508
23,11.450748269507796,-4.6819821905006584,-0.07499073286279975
24,10.520567781525958,-2.917235513830688,-0.9005494169944707
25,9.393537650157747,-2.3703113672591662,-0.061916049937218776
26,8.146694565274927,-0.7645408759730594,0.46710156111703316
27,6.279485202005955,-0.3818136950841013,-2.1931087892673764
28,7.313057736589715,0.223634221251452,-1.273859651333356
29,7.677074214345451,-1.8312184110325824,-1.784124540090103
30,10.890531525101029,-3.6808972481969464,-2.681757703828813
31,11.585384918746628,-3.017664150864028,-3.1702464827008856
32,13.125354062793294,-2.1241029790251997,-4.191678043731396
33,12.709394620916006,-4.5607287813143955,-6.107013303876027
34,10.780545783285087,-4.744773659065606,-5.274751121025318
35,9.935062778204582,-5.635985509221914,-6.789912233804819
36,9.977499390437584,-2.9597843456488055,-5.4205710802380445
37,7.808068844779048,-2.02412744733885,-5.220554808428379
38,6.6302593641199525,-1.6939949006186878,-5.6349889466356125
39,9.040104439301304,1.1200316281644913,-7.125524282384603
40,9.333398776689577,2.456474017879662,-8.301867443253109
41,10.201099017946587,2.6986896085752816,-8.330190739839137
42,11.480215187089703,3.20230865789332,-7.465942648189088
43,12.195350803475844,5.519904391784993,-5.629166979280009
44,13.424161366865743,3.5936472913207544,-4.026619008254144
45,12.786954188142072,3.1868884959396264,-3.081746861187452
46,13.820340671774401,4.9300685325212115,-2.906110473366762
47,14.162661540890413,6.535615751963334,-2.6593827714742706
48,13.666629241345031,7.361447417397589,-1.6271066277447266
49,15.549969385549543,8.018200022926338,-0.34377557246931434
